"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Banyak toko penipu.. harus nya system nya samain kaya shopie.. bisa dikembalikan barang nya.. trus aplikasi ni kalo ga di update malah masuk ke iG iklan nya tanpa da pemberitahuan windows kttup iklan bagaikan ikan lapar nyamberin trus ??,1,0,toko tipu system samain kaya shopie barang aplikasi update ig iklan da pemberitahuan windows kttup iklan ikan lapar nyamberin,44,0,,0.4506,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['toko', 'tipu', 'sistem', 'samain', 'kaya', 'shopie', 'barang', 'aplikasi', 'update', 'instagram', 'iklan', 'da', 'pemberitahuan', 'windows', 'kttup', 'iklan', 'ikan', 'lapar', 'nyamberin']"
Di chat via akulaku ga direspon.. Di chat via jd.id putus ditengah jalan ..,1,0,chat via akulaku direspon chat via putus jalan,361,0,,0.4496,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['chat', 'via', 'akulaku', 'respon', 'chat', 'via', 'putus', 'jalan']"
"Sumpah ya dlu ak suka bgt pake shopee.. bahkan apk belanja online yg ak download juga cuma ini.. tp kecewa bgt nih skarang bner"" beda bgt sama yg dlu.. udh gk bisa pilih expedisi ,gratis ongkir juga gk ada.. pdhl ini tuh buat jualan klo kyak gini ya gk dpt untung dong.. semenjak di update mlh jadi gk kyak dlu. Tolong diperhatikan lagi buat penggunanya biar gk pindah ke apk lain.. nnti klo kyak dlu ak ubah bintangnya. Mkasih",3,1,pake apk belanja online download skarang bner beda pilih expedisi gratis ongkir pdhl jual kyak gin untung update mlh kyak tolong perhati pindah apk nnti kyak ubah bintang mkasih,594,0,,0.4466,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pakai', 'aplikasi', 'belanja', 'online', 'unduh', 'skarang', 'bner', 'beda', 'pilih', 'expedisi', 'gratis', 'ongkir', 'pdhl', 'jual', 'kyak', 'gin', 'untung', 'update', 'mlh', 'kyak', 'tolong', 'perhati', 'pindah', 'aplikasi', 'nnti', 'kyak', 'ubah', 'bintang', 'mkasih']"
Ada apa dg toped abis update semalem kok harga barang jd Nol semua???,1,0,abis update semalem harga barang nol,314,0,,0.445,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['habis', 'update', 'semalem', 'harga', 'barang', 'nol']"
Pesenan saya belom sampe sampe dari snen 28 agustus 2017 ampe sekarang .. ini gmna katanya pengiriman cepat tau gini gua ogah lah beli di elevenia lagi masih mending lazada pengiriman cepat .. ngomong doang pengiriman cepat terpercaya . Kapoook gw belanja di sini .tolong yah kalo mial gx niat jualan gx usah jualan .duit gue tollongnminta si balikin kalo barang gx di terima .. . ??????????,1,0,sen bom sampe sampe snen agustus ampe kirim cepat tau gin beli mending kirim cepat ngomong kirim cepat percaya kapoook belanja tolong mial gx niat jual gx jual duit tollongnminta balikin barang gx,345,0,,0.4444,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sen', 'bom', 'sampai', 'sampai', 'snen', 'agustus', 'ampe', 'kirim', 'cepat', 'tahu', 'gin', 'beli', 'lebih baik', 'kirim', 'cepat', 'bicara', 'kirim', 'cepat', 'percaya', 'kapoook', 'belanja', 'tolong', 'mial', 'gx', 'niat', 'jual', 'gx', 'jual', 'duit', 'tollongnminta', 'balik', 'barang', 'gx']"
"Baru kali ini kecewa sm shopee, spaylater tdk bisa diakses, tdk bisa utk chekout sdh 2 mgg ini dan selalu kembali ke beranda jika melakukan transaksi. Sdh lakukan smua petunjuk yg hrs clear chace lah, log out - log in lah, hrs update versi terbaru lah tp hslnya tetap nihil. Pdhl bayar jg g pernah telat sedetikpun??",3,1,spaylater akses utk chekout mgg beranda transaksi hrs clear chace log out log hrs update versi hslnya nihil pdhl bayar jg telat detik,775,0,,0.4442,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['spaylater', 'akses', 'untuk', 'chekout', 'mgg', 'beranda', 'transaksi', 'harus', 'clear', 'chace', 'log', 'out', 'log', 'harus', 'update', 'versi', 'hslnya', 'nihil', 'pdhl', 'bayar', 'juga', 'terlambat', 'detik']"
"Please, tolong kerja sama dengan bayaran online seperti linkaja dong Shopee. Agar pengguna akun linkaja bisa berbelanja lebih mudah membayarnya. Kalau sudah bisa bayar online pakai linkaja saya tingkatkan bintangnya menjadi bintang 5.",1,0,please tolong bayar online akun belanja mudah bayar bayar online pakai tingkat bintang bintang,269,0,,0.4425,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['please', 'tolong', 'bayar', 'online', 'akun', 'belanja', 'mudah', 'bayar', 'bayar', 'online', 'pakai', 'tingkat', 'bintang', 'bintang']"
lebih di tingkatkan lg dalam Respon ke Semua toko tujuan,3,1,tingkat lg respon toko,542,0,,0.4421,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tingkat', 'lagi', 'respon', 'toko']"
Banyak yg jual mistery box penipu. Tolong di tindak seller2 yg sperti itu.merugikan konsumen.,1,0,jual mistery box tipu tolong tindak seller sperti rugi konsumen,335,0,,0.442,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['jual', 'mistery', 'box', 'tipu', 'tolong', 'tindak', 'seller', 'sperti', 'rugi', 'konsumen']"
Saya udah transfer tapi gimana cara mengirim bukti pmbayaran,2,0,transfer kirim bukti pmbayaran,307,0,,0.44,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['transfer', 'kirim', 'bukti', 'pmbayaran']"
susah belanja di share buy ... *autosyediihh*,3,1,susah belanja share buy autosyediihh,505,0,,0.44,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['susah', 'belanja', 'share', 'buy', 'autosyediihh']"
"aplikasinya knpa sering keluar sendiri..? dan akun juga sering logout 
sendiri",3,1,aplikasi knpa akun logout,652,0,,0.44,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aplikasi', 'kenapa', 'akun', 'logout']"
Pemasangan aplikasi dari play store agak lama,3,1,pasang aplikasi play store,678,0,,0.44,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pasang', 'aplikasi', 'play', 'toko']"
Ini benar benar bagus dan ga ngecewain ongkirnya jua mantapp??????,5,2,ngecewain ongkirnya jua mantapp,878,0,,0.44,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['ngecewain', 'ongkir', 'jua', 'mantapp']"
Aplikasi penipu udh beli online katanya dapet cash back trnyata ga dapet.. Ckckck mending unistall aja lah.. Udh gitu pesanan bermasalah ga ada call center yg bisa d hubungi...,1,0,aplikasi tipu beli online cash back trnyata ckckck mending unistall pesan call center hubung,162,0,,0.4388,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aplikasi', 'tipu', 'beli', 'online', 'cash', 'back', 'trnyata', 'ckckck', 'lebih baik', 'unistall', 'pesan', 'call', 'center', 'hubung']"
"nggak paham lagi sama shopee sekarang, padahal total belanjaan 39k, saldo shopeepay masih 46k, masa nggak bisa chekout pake shopeepay, huaaaa",3,1,paham total belanja saldo shopeepay chekout pake shopeepay huaaaa,650,0,,0.3617,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['paham', 'total', 'belanja', 'saldo', 'shopeepay', 'chekout', 'pakai', 'shopeepay', 'huaaaa']"
"Saya sudah banyak kecewa dengan shopee. Sekarang sudah jatuh cinta dengan E-commerce sebelah yang lebih banyak voucher dan lebih jelas no tipu2 seperti shopee, serta lebih menghargai pengguna. Shopee lebih banyak nipu vouchernya, nggak jelas, ribet, no recommended. Selamat tinggal E-Commerce terburuk yang pernah saya pakai ??",1,0,jatuh cinta commerce belah voucher no tipu harga nipu vouchernya ribet no recommended tinggal commerce pakai,447,0,,0.4378,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['jatuh', 'cinta', 'commerce', 'belah', 'voucher', 'no', 'tipu', 'harga', 'tipu', 'vouchernya', 'ribet', 'no', 'recommended', 'tinggal', 'commerce', 'pakai']"
"Masuk jga engga paket nya,sya sudah cek CS XL,sdh cek My XL,sdh cek *123#, & krim bukti""nya ?? Pengembalian dana di tolak oleh pihak shopee,prcuma jga jd Member Platinum,mengecewakan.... Sprti inikah pelayanan shopee !!!",1,0,engga paket sya cek cs xl cek my xl cek krim bukti dana tolak prcuma member platinum sprti layan,114,0,,0.4357,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['engga', 'paket', 'sya', 'cek', 'customer service', 'xl', 'cek', 'my', 'xl', 'cek', 'krim', 'bukti', 'dana', 'tolak', 'percuma', 'member', 'platinum', 'seperti', 'layan']"
pusat bantuan nya gak ada fitur live cht. kecewa baru pertama beli di tokopedia barang lngsung bermasalah . nnaya apa di bles apa hadehhhh macetttt.. trimksih gak akan beli disini lgi kalau bermasalah terus,1,0,pusat bantu fitur live cht beli barang lngsung nnaya bles hadehhhh macetttt trimksih beli,9,0,,0.435,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pusat', 'bantu', 'fitur', 'live', 'cht', 'beli', 'barang', 'lngsung', 'nnaya', 'bles', 'hadehhhh', 'macetttt', 'trimksih', 'beli']"
Dari atas sampai bawah ko ga ada yg baik2 komen aplikasi ini... Jelek ya adminnya?? Kayanya si ia kebanyakan bgtu... Biasa cari uang rokok?? Tapi emang bgtu si. Makanya jangan belanja online??,1,0,komen aplikasi adminnya kaya bgtu cari uang rokok bgtu belanja online,394,0,,0.4333,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['komen', 'aplikasi', 'adminnya', 'kaya', 'bgtu', 'cari', 'uang', 'rokok', 'bgtu', 'belanja', 'online']"
"Sudah di log out Dan di hapus app nya kok masih kirim� sms dan email seh, apa kudu harus di block neh ???",1,0,log out hapus app kirim sms email seh kudu block neh,362,0,,0.432,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['log', 'out', 'hapus', 'aplikasi', 'kirim', 'sms', 'email', 'seh', 'harus', 'block', 'neh']"
Dear Tokopedia saya sudah mengikuti proses prakerja 100% tetapi ketika saya. Mau memberi rating mempercepat penurunan insentif saya pas saya buka bagian top up tidak ada pelatihan saya beli bagaimana saya bisa memberi rating,3,1,dear proses rating cepat turun insentif pas up latih beli rating,729,0,,0.4309,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['dear', 'proses', 'rating', 'cepat', 'turun', 'insentif', 'pas', 'up', 'latih', 'beli', 'rating']"
"Makin kesini kok kebanyakan update yah, udah gitu klo di lihat"" ongkir nya makin nambah biaya,klo beli makanan contohnya mahal,klo d pikir"" mending k toko agen. Udah gitu pengiriman nya lama.",3,1,kesini update ongkir biaya beli makan contoh mahal pikir mending toko agen kirim,532,0,,0.4285,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kesini', 'update', 'ongkir', 'biaya', 'beli', 'makan', 'contoh', 'mahal', 'pikir', 'lebih baik', 'toko', 'agen', 'kirim']"
bli bli cod nggk?byr ditempat?,3,1,cod nggk byr,481,0,,0.4278,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['cod', 'nggk', 'bayar']"
Maaf Saya Turunin Bintang Nya Karena Makin Kesini Makin Mahal Ongkir Nya Massa Dari Jakarta Ke Bogor 31rb Ongkir. Ga Kaya Apk Lainnya,1,0,maaf turunin bintang kesini mahal ongkir massa jakarta bogor rb ongkir kaya apk,409,0,,0.4273,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['maaf', 'turun', 'bintang', 'kesini', 'mahal', 'ongkir', 'massa', 'jakarta', 'bogor', 'ribu', 'ongkir', 'kaya', 'aplikasi']"
"Shopee lama lama g amanah niat jadi olshop tapi lama lama nambah buntung bukan untung , please deh toko banyak toko g amanah dan aku juga pernah mesen tapi sampe sekarang barang g nyampe jadi kayak aplikasi nipu atau bohongi orang lagian untuk pengembalian barang brg itu ribet+ sulit apalagi pembayaran cod lalu dana yang dikembalikan lewat mana?!!! Cukup belanja di shoope abis 100 ribu tapi barang g dateng dan ada yang salah kirim and kalo chat akun resmi shopee g ngebantu sama sekali miris bgt",1,0,amanah niat olshop buntung untung please toko toko amanah mesen sampe barang nyampe kayak aplikasi nipu bohong barang brg ribet sulit bayar cod dana belanja shoope abis ribu barang dateng salah kirim chat akun resmi ngebantu miris,165,0,,0.4238,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['amanah', 'niat', 'olshop', 'buntung', 'untung', 'please', 'toko', 'toko', 'amanah', 'mesen', 'sampai', 'barang', 'nyampe', 'kayak', 'aplikasi', 'tipu', 'bohong', 'barang', 'bareng', 'ribet', 'sulit', 'bayar', 'cod', 'dana', 'belanja', 'shoope', 'habis', 'ribu', 'barang', 'dateng', 'salah', 'kirim', 'chat', 'akun', 'resmi', 'ngebantu', 'miris']"
"Update gk jalan jalan udah d ulang"" masih lah di 60%",1,0,update jalan jalan ulang,216,0,,0.4238,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['update', 'jalan', 'jalan', 'ulang']"
shoppe sekarang ongkir nya mehong banget ya padahal udah pake vhocher gratis ongkir tapi tetep aja mehong payah si. dan pengiriman nya juga lelet biasanya 3/4harian udah sampe ini smpk seminggu lebih baru dateng astaga kecewa bngt si,2,0,shoppe ongkir mehong pake vhocher gratis ongkir tetep mehong kirim lelet sampe smpk minggu dateng astaga,101,0,,0.4237,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['shoppe', 'ongkir', 'mahal', 'pakai', 'vhocher', 'gratis', 'ongkir', 'tetep', 'mahal', 'kirim', 'lambat', 'sampai', 'smpk', 'minggu', 'dateng', 'astaga']"
"Gak mau tanggung jawab , profesional lah dalam berbisnis, barang sudah dikirim dan diterima oleh konsumen ko konsumen narik uang di acc, setelah itu lepas tangan, konsumen boleh lah raja tapi tetep ada campur tangan kalian disini, sistem di perbaiki dalam proses, dan tanggung jawab lah ade w jadi nombok tuh bayar 2 juta, mana gaji cuman 1juta sebulan , karena sistem lazada jadi nombok tuh ade w.",1,0,tanggung profesional bisnis barang kirim konsumen konsumen narik uang acc lepas tangan konsumen raja tetep campur tangan sistem proses tanggung ade nombok bayar juta gaji cuman juta sistem nombok ade,376,0,,0.4205,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tanggung', 'profesional', 'bisnis', 'barang', 'kirim', 'konsumen', 'konsumen', 'narik', 'uang', 'acc', 'lepas', 'tangan', 'konsumen', 'raja', 'tetep', 'campur', 'tangan', 'sistem', 'proses', 'tanggung', 'ade', 'nombok', 'bayar', 'juta', 'gaji', 'cuman', 'juta', 'sistem', 'nombok', 'ade']"
Kalau bisa ongkirnya di bikin lebih murah,3,1,ongkirnya bikin murah,637,1,1,0.7978,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['ongkir', 'bikin', 'murah']"
mantap gratis. Dan bonus nya bqnyak,5,2,gratis bonus bqnyak,804,1,1,0.7976,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['gratis', 'bonus', 'bqnyak']"
"Tolong dibantu, knpa sertifikat saya smpai skrang belum juga masuk di dashboard, pdhal pihal binus sdh kasih email sertifikat saya selesai tgl 5 september, smpaj sekarang tgl 18 belum juga masuk di dashboard, pdhal sdh lebih dri 7x24 jam",1,0,tolong bantu knpa sertifikat smpai skrang dashboard pdhal pihal bus email sertifikat tgl september smpaj tgl dashboard pdhal jam,6,0,,0.4201,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tolong', 'bantu', 'kenapa', 'sertifikat', 'smpai', 'skrang', 'dashboard', 'pdhal', 'pihal', 'bus', 'email', 'sertifikat', 'tanggal', 'september', 'smpaj', 'tanggal', 'dashboard', 'pdhal', 'jam']"
"Potensi cashback kdng menang kadang ngga, aplikasi pembodohan, mending yg udh jelas aja toped ancur. Ganti yg lain aja",1,0,potensi cashback kdng menang kadang aplikasi mending ancur ganti,326,0,,0.4201,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['potensi', 'cashback', 'kdng', 'menang', 'kadang', 'aplikasi', 'lebih baik', 'hancur', 'ganti']"
Aku gk tau si shopi gi mna tau murah tau engga nya makanya aku sekarang lagi donglot,1,0,tau shopi gi mna tau murah tau engga donglot,153,0,,0.42,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tahu', 'shopi', 'gi', 'mna', 'tahu', 'murah', 'tahu', 'engga', 'donglot']"
"GILIRAN PAYLATER DIBAYAR SALDO ILANG HADEH GOKIL ,GONDRONG DEKIL",1,0,gilir paylater bayar saldo ilang hadeh gokil gondrong dekil,256,0,,0.42,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['gilir', 'paylater', 'bayar', 'saldo', 'hilang', 'hadeh', 'gila', 'gondrong', 'dekil']"
knpa jdi bnyk iklannya ya? masa setiap buka aplikasi lain malah ada iklan shope terus?? pdhl udh dimatiin notifnya,1,0,knpa bnyk iklan aplikasi iklan shope pdhl dimatiin notifnya,322,0,,0.419,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kenapa', 'banyak', 'iklan', 'aplikasi', 'iklan', 'shope', 'pdhl', 'dimatiin', 'notifnya']"
"tidak di jamin ori (saya perna beli memory tp br beberapa hari udah rusak) live chat jarang di balas, sekalinya di balas lama.",1,0,jamin ori perna beli memory br rusak live chat jarang balas balas,63,0,,0.4185,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['jamin', 'asli', 'perna', 'beli', 'memory', 'baru', 'rusak', 'live', 'chat', 'jarang', 'balas', 'balas']"
"Layanan cs 24 jam : BIG NO karna cs lebih sering sibuk dan gagal. Pembayaran aman : sempet bingung, gak nerima email sukses pemesanan dari jd id. Tapi di cc udah kepotong.  Tolong di tingkatin lagi pelayanan nya, udah terpesona sama barang2 nya.  jangan di bikin hancur karna pelayanan nya... jangan bikin saya kecewa seperti lazada ??",3,1,layan cs jam big no cs sibuk gagal bayar aman sempet bingung nerima email sukses mesan cc potong tolong tingkatin layan pesona barang bikin hancur layan bikin,460,0,,0.4184,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['layan', 'customer service', 'jam', 'big', 'no', 'customer service', 'sibuk', 'gagal', 'bayar', 'aman', 'sempat', 'bingung', 'nerima', 'email', 'sukses', 'mesan', 'cc', 'potong', 'tolong', 'tingkatin', 'layan', 'pesona', 'barang', 'bikin', 'hancur', 'layan', 'bikin']"
Apk cct g kaya dulu udah mecah telor tpi g bisa dgunain prsan dlu bisa digunin di stip brang .dngn hrga trntu,3,1,apk cct kaya mecah telor tpi dgunain prsan digunin stip brang hrga trntu,539,0,,0.4177,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aplikasi', 'cct', 'kaya', 'mecah', 'telor', 'tapi', 'dgunain', 'prsan', 'digunin', 'stip', 'brang', 'hrga', 'trntu']"
"Sbnernya yang kutunggu di apl ini adalah fitur ""bayar nanti"" seperti ""pay later"" di shopee yg bisa diangsur dgn bunga ringan. Tp ternyata bayar nanti ga ky gitu, bayarnya harus cash + biaya layanan ""tiap hari"" begitu yg kubaca, auto males gw jadinya.",3,1,sbnernya tunggu apl fitur bayar pay later angsur bunga ringan bayar bayar cash biaya layan baca auto males,780,0,,0.4176,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sbnernya', 'tunggu', 'aplikasi', 'fitur', 'bayar', 'bayar', 'later', 'angsur', 'bunga', 'ringan', 'bayar', 'bayar', 'cash', 'biaya', 'layan', 'baca', 'auto', 'males']"
"Prosesnya lama,padahal udah ikutin alurnya Gak kaya di tempat lain,prosesnya cpt..sy saranin jgn ambil disini klo mau ambil kursus",3,1,proses ikutin alur kaya proses cpt saranin jgn ambil ambil kursus,653,0,,0.417,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['proses', 'ikutin', 'alur', 'kaya', 'proses', 'cepat', 'saranin', 'jangan', 'ambil', 'ambil', 'kursus']"
"Tolong perbaikin akun tokopedia saya min. Saya udah email ke tkp.me/report tapi, keranjang belanjaan sayaa mssh aja kosong padahal di icon ada angka sampe 18 skrng isi keranjang belanjaan saya . Mohon diperbaiki",3,1,tolong perbaikin akun email tkp me report keranjang belanja sayaa mssh kosong icon angka sampe skrng isi keranjang belanja,534,0,,0.4134,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tolong', 'perbaikin', 'akun', 'email', 'tkp', 'me', 'report', 'keranjang', 'belanja', 'sayaa', 'mssh', 'kosong', 'icon', 'angka', 'sampai', 'skrng', 'isi', 'keranjang', 'belanja']"
