"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
"PARAH! MINTA RESEND VOUCHER KE NOMOR AKTIF AJA GAK DIGUBRIS. LAGIAN MAIN UBAH SNK AJA, BIASANYA JUGA KIRIM KE EMAIL!! 750 RIBU TUH WOY MELAYANG!!!",1,0,resend voucher nomor aktif gubris main ubah snk kirim email ribu layang,105,,1,0.6765,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['resend', 'voucher', 'nomor', 'aktif', 'gubris', 'main', 'ubah', 'snk', 'kirim', 'email', 'ribu', 'layang']"
"Katanya kalau download aplikasi shopee sekarang bisa dapat speaker bluetooth gratis, benaran nggak sih? Kalau benaran aku kasih bintang 5",3,1,download aplikasi speaker bluetooth gratis bintang,763,,1,0.6711,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['unduh', 'aplikasi', 'speaker', 'bluetooth', 'gratis', 'bintang']"
Saya SDH coba ikut prosedurnya dan dapat hp Samsung tp untuk seterusnya mau mendaftar langsung TDK bisa jd harus mendownload aplikasinya langsungknya jd bingung.,2,0,prosedur hp samsung daftar mendownload aplikasi langsungknya bingung,437,,1,0.6663,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['prosedur', 'handphone', 'samsung', 'daftar', 'mendownload', 'aplikasi', 'langsungknya', 'bingung']"
Aku dapat hadia klaim 1 juta betul ka ini dari toko pedia atau penipuan,3,1,hadia klaim juta ka toko tipu,543,,1,0.6639,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['hadia', 'klaim', 'juta', 'kakak', 'toko', 'tipu']"
"Waktu batas pembayaran trlalu singkat, merugikan bukalapak sendiri,,, toko online kan banyak,,",3,1,batas bayar trlalu singkat rugi toko online,557,,1,0.6639,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['batas', 'bayar', 'terlalu', 'singkat', 'rugi', 'toko', 'online']"
"Belanja, isi pulsa, bayar tagihan jadi lebih mudah, Terima kasih tokopedia",5,2,belanja isi pulsa bayar tagih mudah,890,,1,0.6639,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['belanja', 'isi', 'pulsa', 'bayar', 'tagih', 'mudah']"
"TOP UP GAK MASUK E MONEY DIBILANG MASUK, MANAJEMEN BURUK SHOPEE",1,0,up money bilang manajemen,2,,1,0.6612,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['up', 'money', 'bilang', 'manajemen']"
Kenapa suka muncul di iklan2 web,1,0,muncul iklan web,121,,1,0.6612,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['muncul', 'iklan', 'web']"
Tolong kak server nya diperbaiki sama jaringan nya juga ??,3,1,tolong server jaring,548,,1,0.6612,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tolong', 'server', 'jaring']"
Coba dulu Klou amanah sya kasih bintang 5,3,1,klou amanah sya bintang,641,,1,0.6612,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['klou', 'amanah', 'sya', 'bintang']"
"Kenapa sekarang jadi eror, mau belanja jadi susah.??",3,1,eror belanja susah,686,,1,0.6612,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['eror', 'belanja', 'susah']"
"Gan ini kenapa ketika saya mau update selalu berhenti di 70% tidak mau jalan lagi, padahal sinya wifi kencang itu kenapa gan?",1,0,update henti jalan sinya wifi kencang,249,,1,0.6594,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['update', 'henti', 'jalan', 'sinya', 'wifi', 'kencang']"
"Apaan sih gak bisa cod hanya wilayah"" tertentu sja yg bisa kalo pake bank.bank sangat jauh dari sini.kecewaa njir",1,0,cod wilayah sja pake bank bank kecewaa njir,216,,1,0.6483,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['cod', 'wilayah', 'sja', 'pakai', 'bank', 'bank', 'kecewaa', 'njir']"
Gmn cara download fitur nya?,3,1,gmn download fitur,584,,1,0.6455,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['gmn', 'unduh', 'fitur']"
data sudah masuk aplikasi sudah di download pas mau klaim hadiah gratis gak ada,3,1,data aplikasi download pas klaim hadiah gratis,701,,1,0.6398,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['data', 'aplikasi', 'unduh', 'pas', 'klaim', 'hadiah', 'gratis']"
Gangguan apa lagi si saya udah ngantri berjam jam di Indomaret malah kasir ya bilang shope lagi ganguan.untuk pihak shopee mohon lah kerja sama ya soal ya shopee udah jadi apk paling di minati,2,0,ganggu ngantri jam jam indomaret kasir bilang ganguan apk minat,77,,1,0.6394,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['ganggu', 'antri', 'jam', 'jam', 'minimarket', 'kasir', 'bilang', 'ganguan', 'aplikasi', 'minat']"
Saya mau pesan barang Dan ingin bayar di tempat kok kagak bisa ya. Yg Ada cuma bayar bank transfer sama kartu credit.,3,1,pesan barang bayar bayar bank transfer kartu credit,774,,1,0.6391,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['pesan', 'barang', 'bayar', 'bayar', 'bank', 'transfer', 'kartu', 'credit']"
Mntp pokok nya saya baru sajs mengikuti webinar dan Alhamdulillah lancar semoga sertifikasi saya muncul di dashboard,5,2,mntp sajs webinar lancar sertifikasi muncul dashboard,993,,1,0.6327,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['mntp', 'sajs', 'webinar', 'lancar', 'sertifikasi', 'muncul', 'dashboard']"
"Sesudah di update aplikasi jadi berat, di proses pembayaran koneksi timeout mulu,, padahal jaringan oke... Nyesel saya update padahal sebelum2nya lancar2",1,0,update aplikasi berat proses bayar koneksi timeout mulu jaring update lancar,320,,1,0.6321,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['update', 'aplikasi', 'berat', 'proses', 'bayar', 'koneksi', 'timeout', 'melulu', 'jaring', 'update', 'lancar']"
Bintang 2 dulu y Nanti klok g ngecewain saya ganti bintang 5 dh Soalnya banyk yng kmen jlk,2,0,bintang klok ngecewain ganti bintang dh banyk yng kmen jlk,270,,1,0.6305,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['bintang', 'klok', 'ngecewain', 'ganti', 'bintang', 'dh', 'banyk', 'yng', 'kmen', 'jlk']"
"Sejak gw make aplikasi ini gw nyaman� aja gk ada kendala apapun enjoy� aja tapi sekarang toped kok kayak gini ya, Gw mau buka toko muncul tulisan download lagi diproses setelah gw tunggu eh malah muncul tulisan ada error di rumah toped gw nunggu sia� terus daritadi gw mau buka kupon yg gw punya juga sama gw jadi kecewa sama Tokopedia .(Tolong untuk pihak developer tanggapi ulasan saya ini) Kalo NGGAK gw mau pindah ke Shopee aja lah gw juga punya bukti screenshot Nya, Gw masuk ke Toped care sama.",1,0,make aplikasi nyaman kendala enjoy kayak gin toko muncul tulis download proses tunggu muncul tulis error rumah nunggu sia daritadi kupon tolong developer tanggap ulas pindah bukti screenshot care,269,,1,0.6246,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['pakai', 'aplikasi', 'nyaman', 'kendala', 'enjoy', 'kayak', 'gin', 'toko', 'muncul', 'tulis', 'unduh', 'proses', 'tunggu', 'muncul', 'tulis', 'error', 'rumah', 'tunggu', 'sia', 'daritadi', 'kupon', 'tolong', 'developer', 'tanggap', 'ulas', 'pindah', 'bukti', 'screenshot', 'care']"
Sorry sangat kecewa karena diduga melakukan kecurangan padahal tidak. Sayang sekali mungkin ini yang terakhir bertransaksi di apk ini,1,0,sorry duga curang sayang transaksi apk,360,,1,0.6246,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['maaf', 'duga', 'curang', 'sayang', 'transaksi', 'aplikasi']"
"Mau masukin barang ke keranjang atau mau beli, pasti di suruh log out dulu baru log in, ini maksutnya gimana ya,,",1,0,masukin barang keranjang beli suruh log out log maksutnya,259,,1,0.6245,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['masukkan', 'barang', 'keranjang', 'beli', 'suruh', 'log', 'out', 'log', 'maksutnya']"
Min saya johri peserta kartu prakerja saya mau menanyakan saya membeli pelatihan memakai akun kk saya.. Apakah nnti bermasalah di insentif ? Mohon bntuannya min,1,0,johri kartu beli latih pakai akun nnti insentif bntuannya,80,,1,0.6241,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['johri', 'kartu', 'beli', 'latih', 'pakai', 'akun', 'nnti', 'insentif', 'bntuannya']"
Tidak sesuai janji katanya bisa buat cicilan lewat kartu kredit tapi kenapa gak kedeteksi banknya padahal semua betul yang di isi,2,0,sesuai janji cicil kartu kredit deteksi bank isi,230,,1,0.6231,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['sesuai', 'janji', 'cicil', 'kartu', 'kredit', 'deteksi', 'bank', 'isi']"
Aku pesan barang blum sampai gmn kok barang yang saya beli saya pesan kok tidak sampai tp dah dapat no resitp no resinya tidak bisa di cek sudah di cek internasional tp tidak bisa no resinya tidak terbaca gimana ini pa no resi palsu mohon d perbaiki elevenia ?,3,1,pesan barang gmn barang beli pesan no resitp no resi cek cek internasional no resi baca pa no resi palsu,612,,1,0.6226,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['pesan', 'barang', 'gmn', 'barang', 'beli', 'pesan', 'no', 'resitp', 'no', 'resi', 'cek', 'cek', 'internasional', 'no', 'resi', 'baca', 'pa', 'no', 'resi', 'palsu']"
"Udah daftar, bisa log in. Input alamat, provinsinya tiap di klik tulisanya error jaringan. Padahal full signal. Payah, Benci aplikasi ini",1,0,daftar log input alamat provinsi klik tulisanya error jaring full signal benci aplikasi,16,,1,0.6218,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['daftar', 'log', 'input', 'alamat', 'provinsi', 'klik', 'tulisanya', 'error', 'jaring', 'full', 'signal', 'benci', 'aplikasi']"
chat dgn call center minta penggantian ongkir sama sekarang uangnya ga kembali padahal diminta no rekening juga,3,1,chat call center ganti ongkir uang no rekening,536,,1,0.6208,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['chat', 'call', 'center', 'ganti', 'ongkir', 'uang', 'no', 'rekening']"
Saya udah transfer tapi gimana cara mengirim bukti pmbayaran,2,0,transfer kirim bukti pmbayaran,309,,1,0.62,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['transfer', 'kirim', 'bukti', 'pmbayaran']"
"Please lah ya, kenapa sih ada flash sale hp kebanyakan yang dapet malah yang pakai bot, tolong lah perbaiki, padahal hp udah bagus kenapa gitu, mengecewakan",1,0,please flash sale hp pakai bot tolong hp,291,,1,0.6188,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['please', 'flash', 'sale', 'handphone', 'pakai', 'bot', 'tolong', 'handphone']"
Tolong donk di tambahin fitur pinjaman sprti Shopee pay later'nya..,3,1,tolong tambahin fitur pinjam sprti pay later,714,,1,0.6169,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tolong', 'tambahin', 'fitur', 'pinjam', 'seperti', 'bayar', 'later']"
"Aplikasi ini bikin hp sy lemot,sy geser lyr hp sy,,1jam baru jalan,boong semua",2,0,aplikasi bikin hp lot geser lyr hp jam jalan boong,307,,1,0.6158,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['aplikasi', 'bikin', 'handphone', 'lemot', 'geser', 'lyr', 'handphone', 'jam', 'jalan', 'bohong']"
Kenapa aplikasinya lemot ya? La ber pas buka awal,3,1,aplikasi lot la ber pas,545,,1,0.6145,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['aplikasi', 'lemot', 'lah', 'ber', 'pas']"
"Applikasi gak bnr ini, belanja pesanan udah bayar di batalkan, alasan cs jd.id katanya code unik 3digitnya salah, pdhl code uniknya saya copy/paste dr app jd.id. Kembalikan duit saya jangan pake alasan yang gak masuk akal.",1,0,applikasi bnr belanja pesan bayar batal alas cs code unik digit salah pdhl code unik copy paste app duit pake alas akal,238,,1,0.6127,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['aplikasi', 'bnr', 'belanja', 'pesan', 'bayar', 'batal', 'alas', 'customer service', 'code', 'unik', 'digit', 'salah', 'pdhl', 'code', 'unik', 'copy', 'paste', 'aplikasi', 'duit', 'pakai', 'alas', 'akal']"
Kecewa ma shopee entah karna jaringan atau dari shopee'a saya buat pesanan sekali gak da pemberitahuan trus di suruh muat ulang di kranjang sampai beberapa kali dan akhirnya pemberitahuan pesanan saya sampai 3x pesan... gimana coba? Saya batalkn yg 2 pesanan gk di bles dari toko. Masa saya hrs bayar semuanya..??????,2,0,jaring pesan da pemberitahuan suruh muat ulang kranjang pemberitahuan pesan pesan batalkn pesan bles toko hrs bayar,175,,1,0.6108,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['jaring', 'pesan', 'da', 'pemberitahuan', 'suruh', 'muat', 'ulang', 'kranjang', 'pemberitahuan', 'pesan', 'pesan', 'batalkn', 'pesan', 'bles', 'toko', 'harus', 'bayar']"
Aku turun bintangnya soalnya VOC gak bisa dipake knpa sihh!!!,2,0,turun bintang voc dipake knpa sihh,66,,1,0.6074,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['turun', 'bintang', 'voc', 'dipake', 'kenapa', 'sihh']"
Saya akan berikan bintang 5 jika emank betul dgn modal 10 Ribu bisa mendapatkanya,3,1,ikan bintang emank modal ribu mendapatkanya,582,,1,0.6063,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['ikan', 'bintang', 'emank', 'modal', 'ribu', 'mendapatkanya']"
saya sudah transfer dana untuk barang yg di pesan. dan pesanan saya transfer sesuai dgn nominal. terus malah nggak di konfirmasi. ini saya menunggu sudah 4 hari..,1,0,transfer dana barang pesan pesan transfer sesuai nominal konfirmasi tunggu,366,,1,0.6051,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['transfer', 'dana', 'barang', 'pesan', 'pesan', 'transfer', 'sesuai', 'nominal', 'konfirmasi', 'tunggu']"
"Saya penjual , Saya bingung akun saya di batasi terus saya melapor ke pihak shopee. Tapi pemulihan ya lama udah tiga hari , ada laporan, ga jelas kapan pulih nya di suruh pkai shopee seller , tapi mlah eror 404 , mau narik susah ntah ke memana uang nya ?? Padahal saya butuh bnget akun shopee saya pulih ??",3,1,jual bingung akun batas lapor pulih lapor pulih suruh pkai seller mlah eror narik susah ntah uang butuh bnget akun pulih,725,,1,0.6047,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['jual', 'bingung', 'akun', 'batas', 'lapor', 'pulih', 'lapor', 'pulih', 'suruh', 'pkai', 'seller', 'malah', 'eror', 'narik', 'susah', 'ntah', 'uang', 'butuh', 'bnget', 'akun', 'pulih']"
Seharusnya masa proses pelapak di kasih waktu satu hari jamgan lama lama Kesel nunggunya,1,0,proses jamgan kesel nunggunya,212,,1,0.6043,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['proses', 'jamgan', 'kesel', 'nunggunya']"
"Licik bnget ni shopee. Nunggu2 dari sore sampe jam 12, pas udah jam 12:00 tiba� ngeleg. Pas kembali dan masuk lagi eh iphone nya udah habis,bikin ngantuk aja.",1,0,licik bnget nunggu sore sampe jam pas jam ngeleg pas iphone habis bikin ngantuk,228,,1,0.6032,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['licik', 'bnget', 'tunggu', 'sore', 'sampai', 'jam', 'pas', 'jam', 'ngeleg', 'pas', 'iphone', 'habis', 'bikin', 'ngantuk']"
"UNTUK DEVELOPER LAZADA ,terkait pembayaran kenapa tidak bisa bayar di konter ,sebelumnya lancar lancar untuk pembayaran melalui konter,dan sekarang pembayaran metode konter tidak ada dan tidak ada pemberitahuan sama sekali ,sedangkan paylater saya yang sebelumnya tertib dan lancar jadi sekarang status JT karena tidak adanya akun/bank yang di tujukan ,kenapa yang hal semestinya MUDAH sekarang DI PERSULIT,di tanyakan pihak konter katanya darI sistem ANDA ,semakin PARAH saja management LAZADA!!!",1,0,developer kait bayar bayar konter lancar lancar bayar konter bayar metode konter pemberitahuan paylater tertib lancar status jt akun bank mesti mudah sulit konter sistem management,441,,1,0.6001,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['developer', 'kait', 'bayar', 'bayar', 'konter', 'lancar', 'lancar', 'bayar', 'konter', 'bayar', 'metode', 'konter', 'pemberitahuan', 'paylater', 'tertib', 'lancar', 'status', 'jt', 'akun', 'bank', 'mesti', 'mudah', 'sulit', 'konter', 'sistem', 'management']"
"Selamat sore ijin bertanya, berapa lama proses penarikan reksa dana Bukalapak saya masuk ke rekening. Saya sudah proses penarikan dari tanggal 24-11-2021 jam 17.48. mohon konfirmasinya",1,0,sore ijin proses tari reksa dana rekening proses tari jam konfirmasi,209,,1,0.5986,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['sore', 'ijin', 'proses', 'tari', 'reksa', 'dana', 'rekening', 'proses', 'tari', 'jam', 'konfirmasi']"
Lama bet dah masa di medan 5 hari belum ganti status ngapain mulu syukuran?,1,0,medan ganti status ngapain mulu syukur,166,,1,0.5972,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['medan', 'ganti', 'status', 'ngapain', 'melulu', 'syukur']"
Saya mengalami penipuan entah dari pihak dalam entah luar dan itu bukan cuma saya pribadi ada adik teman saya yang kehilangan sebesar 300 rb pelaku bisa memakai shoope pay dan memberikan kode otp lewat form dengan imbalan hadiah hari untuk pengguna Shopee dalam memberi kode otp untuk saya pribadi hanya kehilangan 20 rb lewat shoope pay dan untuk shoope mohon ditindaklanjuti sebelum pihak berwajib terimakasih itu saran saya untuk shoope & pembeli,1,0,alami tipu pribadi adik teman hilang rb pakai pay kode otp form imbal hadiah kode otp pribadi hilang rb pay ditindaklanjuti wajib saran beli,371,,1,0.5865,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['alami', 'tipu', 'pribadi', 'adik', 'teman', 'hilang', 'ribu', 'pakai', 'bayar', 'kode', 'otp', 'form', 'imbal', 'hadiah', 'kode', 'otp', 'pribadi', 'hilang', 'ribu', 'bayar', 'ditindaklanjuti', 'wajib', 'saran', 'beli']"
"Pembayaran lewat cimb rada repot. Masuk user ID dulu. Biasanya pakai shopee langsung dikirimin nomor tfnya shopee, jd kita langsung ke mbanking, tf spt biasa. Ga repottt. Ini rada repottt. Ga jadi beli disini. Tolong perbaiki",2,0,bayar cimb rada repot user pakai dikirimin nomor tfnya mbanking tf repottt rada repottt beli tolong,444,,1,0.5857,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['bayar', 'cimb', 'rada', 'repot', 'user', 'pakai', 'dikirimin', 'nomor', 'tfnya', 'mbanking', 'transfer', 'repottt', 'rada', 'repottt', 'beli', 'tolong']"
"Ini aplikasinya error apa gimana, aku kok gak bisa lihat rating ulasannya... ??.",1,0,aplikasi error rating ulas,277,,1,0.5854,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['aplikasi', 'error', 'rating', 'ulas']"
Estimasi penerimaan paket mundur hampir satu minggu dan pengaduan hanya ditanggapi suruh nunggu tanpa ada progress apapun. Saya sampe capek. Tolong aware untuk hal seperti ini.,3,1,estimasi paket mundur minggu adu tanggap suruh nunggu progress sampe capek tolong aware,491,,1,0.5829,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['estimasi', 'paket', 'mundur', 'minggu', 'adu', 'tanggap', 'suruh', 'tunggu', 'progress', 'sampai', 'capek', 'tolong', 'aware']"
